"exclusion_group","record_id","workbook_no","name","name_ja","prefecture","municipality","travel_region","base_town","review_status","missing_essentials","official_url","status_evidence_url","evidence_as_of","review_notes"
"unclear_status_pending_authoritative_evidence","workbook:287","287","Maeyama","","Nagano","Iiyama","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 志賀高原前山スキー場/Maeyama with Shiga Kogen operator, municipal, lift-map and explicit closure terms. Only directory/history claims of closure were found; no authoritative notice was located."
"unclear_status_pending_authoritative_evidence","workbook:289","289","Hijiri Kogen","聖高原スキー場","Nagano","Matsumoto","","","unclear","","http://www.vill.omi.nagano.jp/kanko/hijiri/000236.php","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 聖高原スキー場/Hijiri Kogen through Omi Village facility pages, council documents and 2025-26 operation/closure terms. No explicit official current or latest-season ski operation/closure statement was found."
"unclear_status_pending_authoritative_evidence","workbook:335","335","Nobeyama","レーシングキャンプ野辺山","Nagano","Minamimaki","","","unclear","missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 野辺山/Nobeyama with Minamimaki municipal sports-facility records, budget documents and closure terms. The generic intake name could not be resolved to an authoritative ski-facility identity."
"unclear_status_pending_authoritative_evidence","workbook:353","353","Hijiriyama Panorama","聖山パノラマスキー場","Nagano","Nagano","","","unclear","missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 聖山パノラマ/Hijiriyama Panorama using Nagano municipal, operator and explicit closure terms. No authoritative facility record or status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:372","372","Kitashiga Kogen Kumaruyama","北志賀小丸山スキー場","Nagano","Yamanouchi","","","unclear","","https://www.komaruyama.jp/gelande.html","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 北志賀小丸山/Kitashiga Kumaruyama via operator pages, Yamanouchi material, lift/ticket calendars and closure terms. The official identity page has no explicit current/recent season operation or closure notice."
"unclear_status_pending_authoritative_evidence","workbook:424","424","Yamanokaki","","Nagano","Iiyama","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 山ノ柿/Yamanokaki with Iiyama municipal histories, sports-facility registers and closure terms. No authoritative identity for this intake name was established."
"unclear_status_pending_authoritative_evidence","workbook:433","433","Mt. Fuji – Hakone","","Nagano","Fujinomiya","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: The row’s raw name (Mt. Fuji–Hakone), recorded prefecture (Nagano), and municipality (Fujinomiya) conflict. Official Fuji-area searches cannot establish a facility identity for this contradictory record, so it cannot safely be merged or promoted."
"unclear_status_pending_authoritative_evidence","workbook:443","443","Shinanodaira","","Nagano","Iiyama","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 信濃平/Shinanodaira with Iiyama municipal history, council and explicit closure terms. Historic sources describe a former ski area, but no authoritative closure notice suitable for a closed proposal was found."
"verified_operating_missing_essentials","workbook:450","450","Heavens Sonohara Snow World","ヘブンスそのはら SNOW WORLD","Nagano","Matsumoto","nagano-regional","nagano-regional-matsumoto","verified_operating","missing_coordinates; missing_defensible_elevation","https://mt-heavens.com/","https://heavens.resnow.jp/","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: The operator’s official ticket centre explicitly records completion of the 2025-26 season; no 2026-27 operation notice located."
"unclear_status_pending_authoritative_evidence","workbook:451","451","Hokuryuko","","Nagano","Nagano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 北竜湖/Hokuryuko through Iiyama and Nozawa municipal material, operator records, and explicit closure terms. Discovery sources identify the former Hokuryu Onsen Family area, but no authoritative closure notice was found."
"unclear_status_pending_authoritative_evidence","workbook:470","470","Himekidaira","","Nagano","Anan","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 姫木平/Himekidaira via Nagawa Town facility pages, operator notices and closure terms. No authoritative current or historic facility-status notice was located."
"unclear_status_pending_authoritative_evidence","workbook:483","483","Kitashiga Highlands","","Nagano","Yamanouchi","","","unclear","missing_coordinates; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Kitashiga Highlands is an area label, not a uniquely identified operator facility. Searches of Yamanouchi and operator season/ticket pages did not support a specific duplicate, merger or status."
"unclear_status_pending_authoritative_evidence","workbook:500","500","Yamada Onsen Chibikko","","Nagano","Nagano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 山田温泉ちびっこ/Yamada Onsen Chibikko through Takayama Village and Nagano City facility records, plus closure/operation terms. No authoritative facility identity or status notice was found."
"unclear_status_pending_authoritative_evidence","workbook:511","511","Kisokoma Kogen Shinwa","","Nagano","Kiso","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 木曽駒高原しんわ/Kisokoma Kogen Shinwa through Kiso Town records, operator notices and explicit closure terms. No authoritative status evidence was located."
"unclear_status_pending_authoritative_evidence","workbook:512","512","Snowboard World Heights","","Nagano","Nagano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched スノーボードワールドハイツ/Snowboard World Heights using Nagano municipal and operator/company terms. No authoritative facility identity or status evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:516","516","Utsukushinokuni","","Nagano","Azumino","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 美しの国/Utsukushinokuni through Azumino municipal facility registers, council documents and closure/operation terms. No authoritative ski-facility identity or status notice was found."
"unclear_status_pending_authoritative_evidence","workbook:518","518","Wada Toge","","Nagano","Nagawa","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 和田峠/Wada Toge through Nagawa Town records, operator notices and explicit closure terms. No authoritative identity or status evidence was located."
"unclear_status_pending_authoritative_evidence","workbook:534","534","Iiyama Kokusai","","Nagano","Iiyama","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 飯山国際/Iiyama Kokusai through Iiyama municipal history, council and explicit closure terms. Historic-directory evidence alone cannot support a closed proposal and no authoritative notice was located."
"unclear_status_pending_authoritative_evidence","workbook:540","540","Kitashinshu Shinanodaira","","Nagano","Iiyama","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched 北信州信濃平/Kitashinshu Shinanodaira with Iiyama government and operator sources. It cannot be reliably distinguished from the historic Shinanodaira intake row, and no official merger or status notice was found."
"unclear_status_pending_authoritative_evidence","workbook:545","545","Omachi","","Nagano","Omachi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Omachi is a municipality label. Searches of Omachi City facility records and historic ski-area references did not establish which specific facility this row denotes."
"unclear_status_pending_authoritative_evidence","workbook:546","546","Green Club","","Nagano","Nagano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No explicit current/recent-season operating statement was confirmed from an official source; any URL retained is identity/discovery evidence only.

Pass 4: Searched Green Club/グリーンクラブ with Nagano City facility, operator-company and closure terms. No authoritative facility identity or status notice was found."
"unclear_status_pending_authoritative_evidence","workbook:157","157","Itsukamachi","五日町スキー場","Niigata","Tokamachi","","","unclear","","http://www.itsukamachi.jp/","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 五日町スキー場 + 2025-26/営業/閉鎖 and the former operator domain; no current operator or municipal status notice located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:19a","19a","GALA Yuzawa Snow Resort","GALA湯沢スキー場","Niigata","Yuzawa","","","unclear","missing_coordinates; missing_defensible_elevation","https://gala.co.jp/winter/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no GALA operator or municipal page explicitly establishing 2026-27 operation was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:19b","19b","Yuzawa Kogen Ski Resort","湯沢高原スキー場","Niigata","Yuzawa","","","unclear","missing_coordinates; missing_defensible_elevation","https://www.yuzawakogen.com/winter/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no Yuzawa Kogen operator or municipal page explicitly establishing 2026-27 operation was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"verified_operating_missing_essentials","workbook:19c","19c","Ishiuchi Maruyama Ski Resort","石打丸山スキー場","Niigata","Minamiuonuma","niigata-regional","niigata-regional-ishiuchi","verified_operating","missing_coordinates; missing_defensible_elevation","https://ishiuchi.or.jp/","https://ishiuchi.or.jp/winter/","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: operator-specific 2026-27 season-pass/lift-ticket notice explicitly identifies this ski area and its 2026-27 season; this is current-season operation evidence."
"unclear_status_pending_authoritative_evidence","workbook:6","6","Myoko Suginohara Ski Resort","妙高杉ノ原スキー場","Niigata","Myoko","","","unclear","","https://www.princehotels.com/en/ski/myoko_kogen/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the prefectural master directory is not the resort’s operating-status channel, and no operator or municipal 2026-27 operating notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:21","21","Arai Mountain Resort","ロッテアライリゾート","Niigata","Myoko","","","unclear","","https://www.lottehotel.com/arai-resort/en.html","https://niigata-kankou.or.jp/ski","2026-08-26","Current prefectural source identifies the renamed resort as “Arai Mountain Resort (formerly Lotte Arai Resort)” and gives 2025-26 dates.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the directory establishes only the prior season, and no operator-issued 2026-27 operating notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:23","23","Akakura Onsen Ski Resort","赤倉温泉スキー場","Niigata","Myoko","","","unclear","","https://akakura-ski.com","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the operator’s 2026-27 early-ticket material is not operating-status evidence, and no explicit 2026-27 operations notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:43","43","Joetsu Kokusai Ski Resort","上越国際スキー場","Niigata","Minami-Uonuma","","","unclear","","https://jkokusai.co.jp/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal 2026-27 operating notice for Joetsu Kokusai was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:49","49","Iwappara Ski Resort","岩原スキー場","Niigata","Yuzawa","","","unclear","","http://iwa-ppara.com","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal page explicitly establishing Iwappara’s 2026-27 operation was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:95","95","Tainai Ski Resort","胎内スキー場","Niigata","Tainai","","","unclear","","https://tainairesort.jp/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal 2026-27 operating notice for Tainai was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:96","96","Muikamachi Hakkaisan Ski Resort","六日町八海山スキー場","Niigata","Minami-Uonuma","","","unclear","","https://www.princehotels.com/en/ski/hakkaisan/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator page explicitly establishing Muikamachi Hakkaisan’s 2026-27 operation was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:105","105","Kandatsu Snow Resort","神立スノーリゾート","Niigata","Gosen","","","unclear","","https://www.kandatsu.com/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal 2026-27 operating notice for Kandatsu was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:118","118","NASPA Ski Garden","NASPAスキーガーデン","Niigata","Yuzawa","","","unclear","","https://www.naspanewotani.com/ski-introduction/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator page explicitly establishing NASPA Ski Garden’s 2026-27 operation was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:127","127","New Greenpia Tsunan Ski Resort","ニュー・グリーンピア","Niigata","Tsunan","","","unclear","","https://new-greenpia.com/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal 2026-27 operating notice for New Greenpia Tsunan was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:134","134","Chateau Shiozawa","シャトー塩沢スキー場","Niigata","Minami-Uonuma","","","unclear","","https://chateau-shiozawa.jp","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched シャトー塩沢スキー場 + 2025-26/営業 and the operator domain; only third-party seasonal listings surfaced, not an official dated calendar. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:167","167","Yuzawa Nakazato Snow Resort","湯沢中里スノーリゾート","Niigata","Yuzawa","","","unclear","","https://www.yuzawa-nakazato.com/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: current season-pass promotion does not establish slope/lift operation, and no explicit 2026-27 operating notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:245","245","Koide Ski Resort","小出スキー場","Niigata","Uonuma","","","unclear","","https://www.sp-koide.org/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal 2026-27 operating notice for Koide was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:283","283","Kanayasan","金谷山スキー場","Niigata","Tokamachi","","","unclear","missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 金谷山スキー場 + 2025-26/営業 and Joetsu municipal/tourism pages; no current season page tied unambiguously to this intake row was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:303","303","Ludens Yuzawa","","Niigata","Yuzawa","","","unclear","missing_japanese_name","https://www.ludens-village.com/","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched ルーデンス湯沢 + 2025-26/営業/休業 and Yuzawa municipal sources; reachable lodging material is not ski-operation evidence. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:324","324","Nakazato Snow Wood Ski Resort","湯沢中里スノーリゾート","Niigata","Tokamachi","","","unclear","","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the assigned URL belongs to Yuzawa Nakazato, while no distinct operator or municipal current notice for Nakazato Snow Wood was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:332","332","Muica Snow Resort","ムイカスノーリゾート","Niigata","Tokamachi","","","unclear","","https://www.muikamachi.com","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: the operator says 2026-27 discounts remain under consideration, which does not explicitly establish operation. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:357","357","Urasa Kokusai","","Niigata","Minamiuonuma","","","unclear","missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 浦佐国際スキー場 + 営業終了/閉鎖 and Minamiuonuma/Uonuma municipal sources; no authoritative status notice found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:401","401","Seki Onsen Ski Resort","関温泉スキー場","Niigata","Myoko","","","unclear","","http://sekionsen.jp/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: no operator or municipal 2026-27 operating notice for Seki Onsen was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:415","415","Cupid Valley Ski Resort","キューピットバレイ","Niigata","Minamiuonuma","","","unclear","","https://www.yukidaruma-kogen.com/","https://niigata-kankou.or.jp/ski","2026-08-26","Niigata Prefecture’s official tourism ski page published 2025-26 opening and closing information.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Downgraded after source audit: 2026-27 season-pass sales do not establish lift/slope operation, and no explicit operating notice was located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:416","416","Tsunan","","Niigata","Tsunan","","","unclear","missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched マウンテンパーク津南スキー場 + 営業終了/休業 and Tsunan municipal sources; no current authoritative statement located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:421","421","Apa Resort – Myoko Pine Valley","","Niigata","Myoko","","","unclear","missing_japanese_name","https://www.apahotel.com/ja_ja/myoko/?hotel_id=32726","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched APA妙高パインバレー + 営業終了/閉鎖 and APA/Myoko sources; the hotel page does not evidence skiing and no ski-status notice was found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
