address,apres_ski,country,cuisine,english_menu,groceries,hours.closed,hours.dinner,hours.friday,hours.lunch,hours.monday,hours.morning,hours.note,hours.saturday,hours.sunday,hours.thursday,hours.tuesday,hours.wednesday,id,kid_friendly,last_order_time,lat,lng,long_description,name,name_local,notes,payment,phone,photos,price_band,region,reservation,reservation_link,short_description,signature_dishes,source_urls,takeaway,town,type,vegetarian_friendly,website
"59-61 Lambie Street (cnr Sharp & Lambie), Cooma NSW 2630",yes,AU,pub | australian | bar,yes,no,,,"12:00-14:30,18:00-20:30",,closed,,,"12:00-14:30,18:00-20:30","12:00-14:30,18:00-20:30","12:00-14:30,18:00-20:30","12:00-14:30,18:00-20:30","12:00-14:30,18:00-20:30",royal-hotel-bistro,,20:15,-36.2379,149.1163,The Royal Bistro inside the State Heritage-listed Royal Hotel serves traditional Australian pub meals across multiple dining areas including the historic front verandah and outdoor sections. Open Tuesday to Sunday for lunch (12–2:30pm) and dinner (6–8:30pm). Consistently praised for good food and ice-cold beer in a genuinely historic setting. The front sandstone bar is one of the most atmospheric in the Monaro.,Royal Hotel Bistro,,,cards_accepted,+61 2 6452 2132,,$,snowy_mountains,recommended,,Heritage pub bistro in Cooma's 1858 Royal Hotel; Tue–Sun lunch and dinner.,steak | pub roast | schnitzel | seasonal specials,https://publocation.com.au/pubs/nsw/cooma/royal-hotel | https://aroundus.com/p/4662466-royal-hotel-cooma,no,cooma,pub,,https://royalhotelcooma.com
"79 Massie Street, Cooma NSW 2630",yes,AU,pub | australian | bar,yes,no,,,11:00-00:00,,11:00-00:00,,,11:00-00:00,11:00-22:00,11:00-00:00,11:00-00:00,11:00-00:00,cooma-hotel-bar,,20:30,-36.2348,149.1238,"The Cooma Hotel on Massie Street dates to 1862 and is the oldest continuously operating hotel in town. The current operator runs a lively bar open from 11am to late, a bistro with lunch and dinner, and a drive-through bottle shop for convenient post-mountain drinks. With a cinema and function rooms on-site, it is one of Cooma's more complete entertainment venues. 96 TripAdvisor reviews.",Cooma Hotel Bar & Bistro,,,cards_accepted,+61 2 6404 7530,,$,snowy_mountains,not_needed,,"Oldest continuously operating hotel in Cooma (1862); bar, bistro, and drive-through bottle shop.",pub meals | schnitzel | steak,https://visitcooma.com.au/coffee-food-wine/cooma-hotel/ | https://www.tripadvisor.com/Restaurant_Review-g261610-d6107786-Reviews-Cooma_Hotel-Cooma_New_South_Wales.html,no,cooma,pub,,
"171 Sharp Street, Cooma NSW 2630",yes,AU,indian | tandoori | south_indian,yes,no,,,11:00-21:00,,closed,,,11:00-21:00,12:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,cooma-indian-restaurant,,20:45,-36.2363,149.1265,"Cooma Indian Restaurant at 171 Sharp Street serves a broad menu spanning South Indian dishes and North Indian tandoori specialities. Open Tuesday to Saturday 11am–9pm and Sunday 12–9pm; closed Monday. A warm, welcoming family restaurant that has become a reliable post-ski dinner option, particularly for those craving spice after a cold mountain day. Takeaway available.",Cooma Indian Restaurant,,,cards_accepted,+61 2 6452 2458,,$$,snowy_mountains,not_needed,,North and South Indian cuisine on Sharp Street; dine-in and takeaway Tue–Sun.,butter chicken | lamb rogan josh | chicken tikka masala | dosa,https://www.tripadvisor.com/Restaurant_Review-g261610-d11925062-Reviews-Cooma_indian_restaurant-Cooma_New_South_Wales.html,yes,cooma,restaurant,,https://coomaindian.com
"Upstairs, 121 Sharp Street, Cooma NSW 2630",yes,AU,thai | asian,yes,no,,,"11:00-14:30,17:00-21:00",,"11:00-14:30,17:00-21:00",,,"11:00-14:30,17:00-21:00","11:00-14:30,17:00-21:00","11:00-14:30,17:00-21:00","11:00-14:30,17:00-21:00","11:00-14:30,17:00-21:00",cooma-thai-restaurant,,20:45,-36.2357,149.1261,"Cooma Thai occupies the upstairs level of 121 Sharp Street and is the most accessible Thai option for budget diners, rated $ on TripAdvisor. Open 7 days for lunch (11am–2:30pm) and dinner (5–9pm). With 47 TripAdvisor reviews and a reputation for generous portions at low prices, it competes directly with Pha's Thai at a lower price point.",Cooma Thai,,,cards_accepted,+61 405 754 592,,$,snowy_mountains,not_needed,,Budget Thai restaurant upstairs at 121 Sharp Street; open 7 days for lunch and dinner.,pad thai | fried rice | green curry | tom yum soup,https://www.tripadvisor.com/Restaurants-g261610-Cooma_New_South_Wales.html,yes,cooma,restaurant,,
"38 Sharp Street (Snowstop Village), Cooma NSW 2630",yes,AU,chinese | asian,yes,no,,,"11:30-14:30,17:00-22:00",,"11:30-14:30,17:00-22:00",,,"11:30-14:30,17:00-22:00","11:30-14:30,17:00-22:00","11:30-14:30,17:00-22:00","11:30-14:30,17:00-22:00","11:30-14:30,17:00-22:00",grand-court-chinese,,21:30,-36.2348,149.1238,"Grand Court Chinese Restaurant at Snowstop Village serves a broad Cantonese and Chinese menu daily for lunch and dinner, closing at 10pm — making it one of the later-closing sit-down options in Cooma after a mountain day. Part of a small complex at 38 Sharp Street that also houses Domino's Pizza and KFC. 86 TripAdvisor reviews.",Grand Court Chinese Restaurant,,,cards_accepted,+61 2 6452 4525,,$$,snowy_mountains,not_needed,,Chinese restaurant in Snowstop Village; open 7 days for lunch and dinner with late closing.,Cantonese BBQ duck | fried rice | sweet and sour pork | dumplings,https://www.tripadvisor.com/Restaurants-g261610-Cooma_New_South_Wales.html,yes,cooma,restaurant,,
"26 Bombala Street, Cooma NSW 2630",no,AU,bakery | cafe,yes,no,,,06:00-16:00,,06:00-16:00,,,06:00-14:00,closed,06:00-16:00,06:00-16:00,06:00-16:00,sandi-hotbake,,15:45,-36.2355,149.1247,"Sandi's Hotbake at 26 Bombala Street is the place to stop for an early-morning fresh loaf or pastry before heading to the mountain. Opening at 6am Monday to Friday and closing at 4pm (Saturdays 6am–2pm), it caters squarely to the pre-dawn ski-day crowd. Located near the Cooma Visitor Centre area. Separate from the similarly-named 'Cooma Original Hotbake' on Sharp Street (which keeps different hours).",Sandi's Hotbake,,,cards_accepted,+61 2 6452 2779,,$,snowy_mountains,not_accepted,,Early-opening bakery on Bombala Street; fresh bread and pastries from 6am Mon–Sat.,fresh bread | meat pies | pastries | rolls,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf,yes,cooma,bakery,,
"86a Sharp Street, Cooma NSW 2630",yes,AU,pizza | fast_food,yes,no,,,17:00-23:00,,17:00-23:00,,,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,17:00-23:00,capital-dial-a-pizza,,22:45,-36.2352,149.1255,"Capital Dial-A-Pizza at 86a Sharp Street is a takeaway-and-delivery-only operation open every evening from 5pm to 11pm. With 191 TripAdvisor reviews and the lowest price band in town ($), it is the most popular post-mountain comfort food option for budget ski groups who don't want to venture out. No dine-in service.",Capital Dial-A-Pizza,,,cards_accepted,+61 2 6455 3388,,$,snowy_mountains,not_accepted,,Cooma's go-to pizza delivery/takeaway; open 7 days from 5pm to 11pm.,meat lovers pizza | garlic bread | potato wedges,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf | https://www.tripadvisor.com/Restaurants-g261610-Cooma_New_South_Wales.html,yes,cooma,restaurant,,
"24 Sharp Street, Cooma NSW 2630",yes,AU,fast_food | american,yes,no,,,00:00-00:00,,00:00-00:00,,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,mcdonalds-cooma,,23:59,-36.2345,149.1233,"McDonald's on Sharp Street in central Cooma operates 24-hour drive-through and is a key practical resource for ski-season travellers who need early breakfast before heading to the mountain or late-night food after a long mountain day. Open 5am–10pm for dining room, 24hr drive-through.",McDonald's Cooma,,,cards_accepted,+61 2 6452 1210,,$,snowy_mountains,not_accepted,,24-hour drive-through on Sharp Street; practical early-morning ski-day stop.,Big Mac | McMuffin | McCafe coffee | nuggets,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf,yes,cooma,restaurant,,https://mcdonalds.com.au
"12-20 Vale Street, Cooma NSW 2630",no,AU,grocery | supermarket,yes,yes,,,07:00-22:00,,07:00-22:00,,,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,woolworths-cooma,,21:55,-36.234,149.122,"Woolworths on Vale Street is the largest supermarket in Cooma, offering full grocery, deli, bakery, liquor (BWS attached), and household supplies. Open 7am to 10pm every day, it is the main provisioning stop for self-catered ski groups before heading up the mountain. Staffed checkout and self-serve options. Fresh food, ready meals, and ski-season provisions.",Woolworths Cooma,,,cards_accepted,+61 2 6455 5300,,$$,snowy_mountains,not_accepted,,Full-service supermarket on Vale Street; open 7am–10pm daily for ski supplies.,,https://reviews.birdeye.com/woolworths-cooma-166670345515413 | https://cooma-nsw.place-advisor.com/woolworths-cooma/,yes,cooma,restaurant,,https://www.woolworths.com.au
"85-91 Commissioner Street, Cooma NSW 2630",no,AU,grocery | supermarket,yes,yes,,,07:00-21:00,,07:00-21:00,,,07:00-21:00,08:00-20:00,07:00-21:00,07:00-21:00,07:00-21:00,coles-cooma,,20:55,-36.2332,149.121,"Coles at 85–91 Commissioner Street provides the main alternative grocery option to Woolworths in Cooma, with convenient parking and a full range of fresh food, freezer goods, deli, bakery, and liquor. Standard Coles hours — 7am to 9pm on weekdays and Saturday, 8am to 8pm Sunday. Useful for self-catered groups who need a full shop before heading up to Jindabyne or the resorts.",Coles Cooma,,,cards_accepted,+61 2 6455 3000,,$$,snowy_mountains,not_accepted,,"Second major supermarket on Commissioner Street; 7am–9pm Mon–Sat, 8am–8pm Sun.",,https://cooma-au.open-closed.org/coles-opening-hours-85-91-commissioner-st,yes,cooma,restaurant,,https://www.coles.com.au
"45-47 Sharp Street, Cooma NSW 2630",yes,AU,bottleshop | liquor,yes,yes,,,10:00-21:00,,10:00-20:00,,,10:00-21:00,10:00-18:00,10:00-20:00,10:00-20:00,10:00-20:00,bws-cooma,,20:45,-36.2347,149.1237,"BWS (Beer Wine Spirits) at 45–47 Sharp Street is Cooma's most accessible standalone bottle shop for ski season visitors, stocking full range of beers, wines, spirits, and mixers. Adjacent to the main motel strip and café precinct. A key stop for self-catering groups heading to the snowfields.",BWS Cooma,,,cards_accepted,,,$$,snowy_mountains,not_accepted,,"Beer, wine, and spirits bottle shop on Sharp Street; convenient for ski-trip provisioning.",,https://untappd.com/v/bws/6060432,yes,cooma,bar,,https://www.bws.com.au
"79 Massie Street, Cooma NSW 2630",yes,AU,bottleshop | liquor,yes,no,,,11:00-23:00,,11:00-22:00,,,11:00-23:00,11:00-20:00,11:00-22:00,11:00-22:00,11:00-22:00,cooma-hotel-bottle-shop,,22:45,-36.2348,149.1238,"The Cooma Hotel on Massie Street operates a drive-through bottle shop — the most convenient format for car- and van-based ski visitors who don't want to park and walk. Part of the hotel's broader entertainment offering (bar, bistro, cinema). Open during the hotel's standard trading hours.",Cooma Hotel Drive-Through Bottle Shop,,,cards_accepted,+61 2 6404 7530,,$$,snowy_mountains,not_accepted,,Drive-through bottle shop at Cooma Hotel on Massie Street; convenient for vehicle-based travellers.,,https://visitcooma.com.au/coffee-food-wine/cooma-hotel/,yes,cooma,bar,,
"42 Sharp Street, Cooma NSW 2630",no,AU,fuel | convenience_store,yes,yes,,,05:00-23:00,,05:00-23:00,,,05:00-23:00,05:00-23:00,05:00-23:00,05:00-23:00,05:00-23:00,metro-petroleum-cooma,,22:55,-36.2346,149.1235,"Metro Petroleum at 42 Sharp Street is open 24 hours a day, 7 days a week (5am–11pm listed, but has overnight trade), making it the key late-night fuel stop for ski-season travellers arriving or departing outside business hours. Woolworths Rewards fuel discounts apply. The convenience store carries basic food, drinks, and travel supplies. The Ampol station on Bombala Street advertises Woolworths Rewards discounts at 4c/litre.",Metro Petroleum Cooma (24hr fuel),,,cards_accepted,+61 2 6452 3550,,$,snowy_mountains,not_accepted,,24-hour petrol station with convenience store on Sharp Street; Woolworths Rewards fuel discount.,,https://petrolspy.com.au/map/station/521479630364043bef7217c8,yes,cooma,restaurant,,https://metropetroleum.com.au
"41 Sharp Street, Cooma NSW 2630",no,AU,fuel | convenience_store,yes,yes,,,06:00-18:30,,06:00-18:30,,,06:00-18:00,06:00-18:00,06:00-18:30,06:00-18:30,06:00-18:30,ampol-cooma,,18:15,-36.2347,149.1236,"Ampol Cooma at 41 Sharp Street is the main branded fuel option on the Snowy Mountains Highway corridor through town. Open 6am–6:30pm weekdays (6am–6pm weekends). Offers Woolworths Rewards card discount of 4c per litre, as mentioned in local traveller reviews. A conventional servo with convenience items — not 24 hours.",Ampol Cooma,,,cards_accepted,+61 437 466 529,,$,snowy_mountains,not_accepted,,Ampol service station on Sharp/Bombala corner; Woolworths Rewards 4c/litre discount.,,https://touringuide.com/au/services/nsw/ampol-cooma | https://petrolspy.com.au/map/station/5212b1660364706598e39b74,yes,cooma,restaurant,,https://locations.ampol.com.au/en/ampol-cooma
"32 Sharp Street (Snowstop Village), Cooma NSW 2630",yes,AU,pizza | fast_food,yes,no,,,11:00-22:00,,15:00-21:00,,,11:00-22:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,dominos-cooma,,21:45,-36.2347,149.1237,"Domino's Pizza in Snowstop Village at 32 Sharp Street is a popular group-meal option for self-catered ski parties staying in Cooma motels. Online ordering and delivery available. Open Sunday–Thursday 3–9pm, Friday–Saturday 11am–10pm. The extended Friday and Saturday hours align well with ski-week arrivals.",Domino's Pizza Cooma,,,cards_accepted,+61 2 6455 5420,,$,snowy_mountains,not_accepted,,Delivery pizza from Snowstop Village; open from 3pm (11am Fri–Sat) until 10pm.,Pepperoni Lover's | BBQ Meatlovers | garlic bread,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf,yes,cooma,restaurant,,https://www.dominos.com.au
"Sharp Street (Snowstop Village), Cooma NSW 2630",yes,AU,fast_food | chicken,yes,no,,,10:30-22:00,,10:30-22:00,,,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,kfc-cooma,,21:45,-36.2347,149.1237,KFC at the Snowstop Village complex covers the fast-food chicken gap in Cooma and is notable for being open until 10pm every day — later than most sit-down restaurants. A practical option for large groups arriving late from the mountain. Dine-in and takeaway.,KFC Cooma,,,cards_accepted,+61 2 6452 5777,,$,snowy_mountains,not_accepted,,KFC outlet in Snowstop Village on Sharp Street; open 10:30am–10pm daily.,Original Recipe chicken | Zinger burger | chips | Popcorn Chicken,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf,yes,cooma,restaurant,,https://www.kfc.com.au
"100 Sharp Street, Cooma NSW 2630",no,AU,cafe | asian | breakfast,yes,no,,,08:00-15:00,,08:00-15:00,,,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,cisne-cafe-cooma,,14:45,-36.2354,149.1258,CISNE at 100 Sharp Street is a newer addition to the Cooma café scene offering a contemporary menu with Asian-influenced dishes alongside café staples. Listed on TripAdvisor's Café and Asian categories. Open 7 days from 8am to 3pm. A good mid-morning stop for those who miss the early Lott Cafe window or prefer a more modern setting.,CISNE,,,cards_accepted,+61 2 6404 7761,,$$,snowy_mountains,not_needed,,Modern café on Sharp Street; open 8am–3pm daily with Asian-influenced dishes.,smashed avo toast | Asian-inspired brunch dishes | specialty coffee,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf | https://www.tripadvisor.com/Restaurants-g261610-Cooma_New_South_Wales.html,yes,cooma,cafe,,
"6 Short Street, Cooma NSW 2630",yes,AU,pub | chinese | australian,yes,no,,,12:00-21:00,,closed,,,12:00-21:00,12:00-21:00,12:00-21:00,closed,12:00-21:00,coffeys-hotel-cooma,,20:45,-36.2348,149.1235,"Coffey's Hotel at 6 Short Street has a distinctive hybrid menu combining classic pub fare with Chinese dishes. Open Wednesday to Sunday from noon to 9pm, it is a quieter alternative to the main-street hotels. 36 TripAdvisor reviews reflect a local following. Good for skiers who want a quieter evening meal off the main drag.",Coffey's Hotel,,,cards_accepted,+61 2 6452 2064,,$$,snowy_mountains,not_needed,,"Neighbourhood pub on Short Street; Chinese pub meals, open Wed–Sun noon to 9pm.",Chinese pub meals | steak | schnitzel,https://visitcooma.com.au/wp-content/uploads/2022/07/Dining-Guide-Cooma.pdf | https://www.tripadvisor.com/Restaurants-g261610-Cooma_New_South_Wales.html,no,cooma,pub,,
"1421-1 Kanbayashi Hirao, Yamanouchi, Nagano 381-0401",,JP,cafe | ramen | pizza | dessert,yes,,,,09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),,09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),,,09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),09:30-17:00 (Apr-Nov) / 08:30-18:00 (Dec-Mar),enza-cafe,yes,17:00 (summer) / 18:00 (winter),36.7514,138.4268,"Enza Cafe is the go-to warm-up stop before and after visiting Jigokudani Snow Monkey Park. Situated right in front of the trail entrance, it serves a crowd-pleasing menu of ramen (excellent for warming up on cold days), thin-crust pizza with Nagano mushroom toppings, fried chicken, apple hand pies, Shinshu apple soft serve ice cream, and the wildly popular Monkey Marshmallow Latte (hot latte topped with a monkey-shaped marshmallow). Seating is both indoor and outdoor. Winter hours are extended (8:30am) for early-bird monkey watchers and skiers.",Enza Cafe,エンザカフェ,"Located 35km / 50 min from central Nagano City. Access: take bus from Yudanaka Station to Snow Monkey Park bus stop. Open daily, all seasons. Ski season (Dec-Mar) extended morning hours are key for skiers who also want to see Snow Monkeys. Average spend: ¥1,000-1,999.",cards_accepted,+81-269-38-1736,,$,yamanouchi,not_accepted,,"Popular cafe directly at the Snow Monkey Park trailhead, serving ramen, pizza, apple pie, soft serve, and the iconic Monkey Marshmallow Latte.",Monkey Marshmallow Latte | Shinshu apple soft serve ice cream | Apple hand pie | Ramen (warming broth) | Nagano mushroom pizza,https://www.snowmonkeyresorts.com/eats/enzacafe/ | https://tabelog.com/en/nagano/A2001/A200104/20018201/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d6569920,,yudanaka,cafe,limited,
"2578-1 Sano, Yamanouchi, Shimotakai-gun, Nagano 381-0402",,JP,craft_beer | japanese | shinshu,yes,,,,10:00-18:00,,10:00-18:00,,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,yudanaka-brewery-complex-u,yes,17:00 (food),36.7418,138.425,"Opened in 2022, Yudanaka Brewery Complex U is the most modern food-and-drink destination in the Yudanaka area. The brewery produces original craft beers using local Nagano ingredients and water from Yudanaka's natural springs. The restaurant serves carefully curated Shinshu-focused dishes alongside the house beers. The entire complex is housed in a striking building with ample parking (30 spaces). QR-code menu ordering is available in English — a significant practical advantage. The complex also houses a 2nd-floor day-trip onsen bath facility. A hit with both day-trippers from Nagano City and onsen town visitors looking for something non-traditional.",Yudanaka Brewery Complex U,ゆダナカ ブルワリーコンプレックスU,Closes at 6pm — arrive early. The only establishment in Yudanaka area with QR-code English ordering. Has 30 parking spaces. Also has 2nd-floor day-trip onsen (open same hours). Tabelog listing: https://tabelog.com/en/nagano/A2001/A200104/20026081/,cards_accepted,+81-269-33-4511,,$$,yamanouchi,not_needed,https://tabelog.com/en/nagano/A2001/A200104/20026081/,"Contemporary craft brewery and restaurant using Shinshu ingredients and Yudanaka hot spring water, with QR-code ordering in English.",Yudanaka Onsen craft beer (house-brewed) | Shinshu ingredient seasonal dishes | Local sweets and desserts,https://yudanaka-u.jp/en/ | https://tabelog.com/en/nagano/A2001/A200104/20026081/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d26363055,,yudanaka,bar,limited,https://yudanaka-u.jp/en/
"3010 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,izakaya | craft_beer | japanese | fermentation,yes,,,,11:30-14:30 / 18:00-23:00,,Closed,,,11:30-14:30 / 18:00-23:00,11:30-14:30 / 18:00-23:00,11:30-14:30 / 18:00-23:00,11:30-14:30 / 18:00-23:00,11:30-14:30 / 18:00-23:00,hakko-yamanouchi,no,22:30,36.7435,138.4213,"Hakko Yamanouchi (発酵 = fermentation) is a beloved local bar/restaurant that celebrates Nagano's fermentation culture — from miso to sake to pickles. The menu features inventive small plates such as smoked pickles with gorgonzola, ginger-roasted chicken, and vegan-friendly tofu-mushroom dishes alongside an excellent selection of local craft beers, sake, and house cocktails. Staff are friendly and the English menu makes ordering accessible for international visitors. Closed Mondays. Particularly warm in winter when the après-ski crowd fills the cosy wooden interior.",Hakko Yamanouchi,発酵山ノ内,"#4 restaurant in Yamanouchi-machi on TripAdvisor (68 reviews, 4.6/5). Located 5 min walk from Yudanaka Station along Kaede Street. Staff speak limited English but menu has English translations. Stays open until 11pm, making it one of the later-closing options in town.",cards_accepted,+81-269-38-8500,,$$,yamanouchi,recommended,https://tabelog.com/en/nagano/A2001/A200104/20019720/,"Fermentation-focused dining bar with local craft beers, sake, and creative Shinshu-ingredient small plates — one of the best dining experiences near Yudanaka Station.",Smoked pickles with gorgonzola | Roast beef (Christmas special) | Vegan tofu-mushroom dish | Local craft beer selection | House cocktails,https://www.tripadvisor.com/Restaurant_Review-g1117904-d10213637 | https://tabelog.com/en/nagano/A2001/A200104/20019720/,,yudanaka,bar,limited,
"3227-1 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,japanese | sushi | tempura | western,yes,,,,16:00-22:00,,closed (check current),,,12:00-22:00,closed (check current),closed (check current),closed (check current),closed (check current),japanese-dining-goen,yes,21:00,36.7432,138.4207,"GOEN (御苑) blends modern design with traditional Japanese service in its prime location directly across from Yudanaka Station. It serves a wide-ranging menu of Japanese dishes including tempura, sashimi, karaage (fried chicken), omakase sushi rolls, and a distinctive 'soba ramen' fusion dish. The restaurant also serves Western-style food, desserts, and coffee, making it reliably versatile. Available vegan sushi options and some English-speaking staff. Good for families and groups with mixed dietary preferences. Has both ground-floor hall seating and a 2nd-floor dining area with terrace.",Japanese Dining GOEN,ジャパニーズダイニング 御苑,Hours may vary significantly by season — call or check Google Maps before visiting. Has vegan sushi options (explicitly mentioned by reviewer). Located 27 meters from Yudanaka Station. Catering and banquet services available. Bilingual menu makes ordering easy.,cards_accepted,+81-269-38-0550,,$$,yamanouchi,recommended,https://tabelog.com/en/nagano/A2001/A200104/20020908/,"Casual Japanese restaurant directly opposite Yudanaka Station, serving sashimi, tempura, karaage, soba ramen, and sushi — with vegan options.",Soba ramen | Tempura set (especially nozawana tempura) | Omakase sushi rolls | Karaage | Salmon avocado rolls,https://japanese-dining-goen.com/en/ | https://tabelog.com/en/nagano/A2001/A200104/20020908/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d10391316,,yudanaka,restaurant,limited,https://japanese-dining-goen.com/en/
"3004 Hirao, Yamanouchi, Shimotakai-gun, Nagano",,JP,sushi | japanese | seafood,picture_menu,,,,11:00-23:00,,11:00-23:00,,,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,isamizushi,yes,22:30,36.7433,138.421,"Isami Zushi (いさみ寿司) is a popular neighbourhood sushi restaurant located 185 metres from Yudanaka Station, run by a welcoming older Japanese couple known for their hospitality toward foreign visitors. The menu features fresh nigiri, sashimi, and rolls at reasonable prices. The grilled yellowtail fish head is a standout dish. Open until 11pm — one of the later-closing restaurants in Yudanaka. Vegetarian guests can order tamago (egg) sushi and cucumber rolls. The warm, intimate atmosphere and accommodating hosts make it a favourite for repeat visitors to the area.",Isami Zushi,いさみ寿司,TripAdvisor 4.7/5 from 36 reviews — one of the highest-rated restaurants in Yamanouchi. Phone: 0269-33-2311. Located 185m from Yudanaka Station. Vegetarian: tamago and cucumber rolls available. Cash only — bring yen. Hours consistent across all days per TripAdvisor.,cash_only,+81-269-33-2311,,$$,yamanouchi,recommended,,"Family-run sushi restaurant steps from Yudanaka Station, praised for fresh sashimi and generous portions — open until 11pm.",Grilled yellowtail fish head (buri kabutoyaki) | Fresh nigiri set | Sashimi moriawase | Tamago sushi | Cucumber roll,https://tabelog.com/en/nagano/A2001/A200104/20009110/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d10007728,,yudanaka,restaurant,limited,
"2999-3 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,izakaya | yakitori | japanese,picture_menu,,,,11:00-14:00 / 17:00-24:00,,11:00-14:00 / 17:00-24:00,,,11:00-14:00 / 17:00-24:00,11:00-14:00 / 17:00-24:00,11:00-14:00 / 17:00-24:00,11:00-14:00 / 17:00-24:00,11:00-14:00 / 17:00-24:00,izakaya-kushidoraku,no,23:30,36.7434,138.4212,"Kushidoraku (串道楽 — 'skewer pleasure') is an old-school, wood-interior izakaya near the station that attracts a loyal local crowd and adventurous international visitors. The menu covers yakitori skewers (including unusual options like chicken cartilage, hearts, and wings), gyoza dumplings (celebrated as some of the best in Yudanaka), miso soup, potato croquettes, and various grilled meats. An English picture menu makes ordering accessible. Tatami floor seating with low tables creates an authentic Japanese dining atmosphere. The owner and staff can communicate basic English and have a warm approach to international guests. Staff are flexible with vegetarian requests (will cook dishes without fish).",Izakaya Kushidoraku,串道楽,Reserve in advance especially in peak season (Jan-Mar). TripAdvisor #22 of 153 Yamanouchi restaurants. Open very late (midnight) — one of the few options for late-night dining. Smoking permitted inside (check current ventilation). The owner can occasionally be brusque on busy nights — persevere. Staff said to cook vegetarian dishes without fish when asked.,cash_only,+81-269-33-8686,,$$,yamanouchi,recommended,https://tabelog.com/en/nagano/A2001/A200104/20004936/,"Authentic Japanese yakitori and barbecue izakaya with picture English menu, cosy tatami seating, and some of the best gyoza in Yudanaka.",Gyoza (pan-fried dumplings) | Chicken skewers (yakitori moriawase) | Potato croquette (korokke) | Chicken wings on skewer | Shishamo (smelt fish),https://tabelog.com/en/nagano/A2001/A200104/20004936/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d7178886,,yudanaka,izakaya,limited,
"2941-42 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,japanese | ramen | soba | tempura,picture_menu,,,,,,,,,,,,,,asashinaya-shokudo,yes,,36.7436,138.4218,"Asashinaya Shokudo is the classic neighbourhood Japanese diner (食堂 = shokudo) in Yudanaka. The menu covers all the bases: ramen (¥700-800), soba, tonkatsu (pork cutlet), tempura, karaage, udon, and curry — classic everyday Japanese fare. The owner-operator is consistently praised for warmth and efficiency. An English picture menu with photos and descriptions makes ordering easy. Particularly popular for families and groups with mixed tastes. Ramen and gyoza are highlights. Located a 10-15 minute walk from Yudanaka Station with roadside parking. The owner sometimes gives out small souvenirs to guests on departure.",Asashinaya Shokudo,朝品谷食堂,Hours not listed online — call ahead or check Google Maps. Located ~10-15 min walk from Yudanaka Station. Has parking. Vegetarian: tempura tofu-miso broth dish available when requested. Has been serving the Yudanaka area for many years. TripAdvisor #21 of 153 (4.3/5). Recommended by multiple local ryokan owners to guests.,cash_only,+81-269-33-3822,,$,yamanouchi,not_needed,,"Friendly family-run shokudo (casual diner) serving a broad Japanese menu including ramen, soba, tempura, tonkatsu and gyoza — with English picture menu.",Ramen (¥700-800) | Gyoza | Tempura set (especially macha salt) | Tonkatsu | Soba,https://www.tripadvisor.com/Restaurant_Review-g1117904-d7494687,,yudanaka,restaurant,limited,
