"prefecture","canonical_name","normalized_identity","coverage_disposition","source_membership","source_original_names","source_urls","retrieval_dates","operating_evidence_status","operating_evidence_url","operating_evidence_as_of","feelzlike_urls","exceptions"
"Ishikawa","Hakusan Seme Kōgen Ski Area","hakusansemekogenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hakusan Seme Kōgen Ski Area | Hakusan Seme Kōgen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Ishikawa","Hakusan Sena Kogen","hakusansenakogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Hakusan Sena Kogen | Hakusan Sena Kogen (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakusan-sena-kogen/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Ishikawa","Hakusan Seymour Ski Resort","kawachisenjoonsenkanazawaseymour","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Kawachisenjo Onsen Kanazawa Seymour | Kawachisenjo Onsen Kanazawa Seymour","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kawachisenjo-onsen-kanazawa-seymour/","2026-07-13 | 2026-08-24","unclear","https://www.sam-hakusan-en.com/","2026-08-26","",""
"Ishikawa","Hakusan Shiramine Onsen","hakusanshiramineonsen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hakusan Shiramine Onsen | Hakusan Shiramine Onsen | Hakusan Shiramine Onsen Ski Area | Hakusan Shiramine Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakusan-shiramine-onsen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Ishikawa","Iouzan Ski Resort","iohzankanazawa","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Iohzan – Kanazawa | Iohzan – Kanazawa","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/iohzan-kanazawa/","2026-07-13 | 2026-08-24","verified_operating","https://www.kanazawa-sports.jp/use/search/546/","2026-08-26","/hokuriku/mountain/iouzan-ski-resort",""
"Ishikawa","Iōzen Ski Area","iozenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Iōzen Ski Area | Iōzen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Ishikawa","Kanazawa Seymour Ski Area","kanazawaseymourskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kanazawa Seymour Ski Area | Kanazawa Seymour Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Ishikawa","Kurokawa Onsen Ski Area","kurokawaonsenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kurokawa Onsen Ski Area | Kurokawa Onsen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Ishikawa","Nanao Korosa","nanaokorosa","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Nanao Korosa | Nanao Korosa | Nanao Korosa Ski Area | Nanao Korosa Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/nanao-korosa/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Ishikawa","Nishiyama Cross-Country Ski Area","nishiyamacrosscountryskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nishiyama Cross-Country Ski Area | Nishiyama Cross-Country Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Ishikawa","Okuradake Kogen Ski Resort","okuradakekogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Okuradake Kogen | Okuradake Kogen | Ōkuradake Kōgen Ski Area | Ōkuradake Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/okuradake-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://komatsu-ccf.com/data_file/20251112070136178efile01.pdf","2026-08-26","",""
"Ishikawa","Shishiku Kōgen Ski Area","shishikukogenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Shishiku Kōgen Ski Area | Shishiku Kōgen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Ishikawa","Sky Shishiku","skyshishiku","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Sky Shishiku | Sky Shishiku","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/sky-shishiku/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Ishikawa","Torigoe Kogen Dainichi","torigoekogendainichi","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Torigoe Kogen Dainichi | Torigoe Kogen Dainichi | Torigoe Kōgen Dainichi Ski Area | Torigoe Kōgen Dainichi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/torigoe-kogen-dainichi/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Ishikawa","Wajima City Mitsui Ski Area","wajimacitymitsuiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Wajima City Mitsui Ski Area | Wajima City Mitsui Ski Area","https://en.wikipedia.org/wiki/Wajima,_Ishikawa | https://en.wikipedia.org/wiki/Wajima,_Ishikawa","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Akabane Ski Area","akabane","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Akabane | Akabane","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/akabane/","2026-07-13 | 2026-08-24","verified_operating","https://tono-sks.com/akabane-snowpark/","2026-08-26","/iwate-regional/mountain/akabane-ski-area",""
"Iwate","Amihari Onsen Ski Area","amihari","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Amihari | Amihari | Amihari Onsen Ski Area | Amihari Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/amihari/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://qkamura.or.jp/iwate/ski/","2026-08-26","/iwate-regional/mountain/amihari-onsen-ski-area",""
"Iwate","Appi Kogen Ski Resort","appikogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Appi Kogen | Appi Kogen | Appi Kogen Ski Resort | Appi Kogen Ski Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/appi-kogen/ | https://en.wikipedia.org/wiki/Appi_Kogen_Ski_Resort | https://en.wikipedia.org/wiki/Appi_Kogen_Ski_Resort","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.appi.co.jp/snow-mountain-resort/ticket/seasonpass.php","2026-08-26","/appi-shizukuishi/mountain/appi",""
"Iwate","Esashi Shiei Koeji","esashishieikoeji","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Esashi Shiei Koeji | Esashi Shiei Koeji","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/esashi-shiei-koeji/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Iwate","Geto Kogen Ski Resort","getokogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Geto Kogen | Geto Kogen | Getō Kōgen Ski Area | Getō Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/geto-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.getokogen.com/winter_en/","2026-08-26","/iwate-regional/mountain/geto-kogen-ski-resort",""
"Iwate","Hachimantai Resort Panorama Ski Area","panoramaareahachimantai","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Panorama Area – Hachimantai | Panorama Area – Hachimantai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/panorama-area-hachimantai/","2026-07-13 | 2026-08-24","verified_operating","https://www.hachimantai.co.jp/winter/","2026-08-26","/hachimantai/mountain/hachimantai-panorama",""
"Iwate","Hachimantai Resort Shimokura Ski Area","shimokuraareahachimantai","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Shimokura Area – Hachimantai | Shimokura Area – Hachimantai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/shimokura-area-hachimantai/","2026-07-13 | 2026-08-24","verified_operating","https://www.hachimantai.co.jp/winter/","2026-08-26","/hachimantai/mountain/hachimantai-shimokura",""
"Iwate","Hachimantai Resort Ski Area","hachimantairesortskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hachimantai Resort Ski Area | Hachimantai Resort Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Hachimantai Ski Area","hachimantaiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hachimantai Ski Area | Hachimantai Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Hayasaka Kōgen Snow Land","hayasakakogensnowland","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Hayasaka Kōgen Snow Land | Hayasaka Kōgen Snow Land","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Himekayu Ski Area","himekayuskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Himekayu Ski Area | Himekayu Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Hiraniwa Kogen Ski Area","hiraniwakogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Hiraniwa Kogen | Hiraniwa Kogen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hiraniwa-kogen/","2026-07-13 | 2026-08-24","verified_operating","https://hiraniwa.com/resort/ski/","2026-08-26","/iwate-regional/mountain/hiraniwa-kogen-ski-area",""
"Iwate","Iwate Kogen Snow Park","iwatekogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Iwate Kogen | Iwate Kogen | Iwate Kōgen Snowpark | Iwate Kōgen Snowpark","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/iwate-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://iwatekogen.jp/","2026-08-26","/appi-shizukuishi/mountain/iwate-kogen-snow-park",""
"Iwate","Iwayama Park","iwayamapark","unresolved","japan-ski-resorts-558","Iwayama Park","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Iwate","Iwayama Park Land Ski Area","iwayamaparklandskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Iwayama Park Land Ski Area | Iwayama Park Land Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Kunimidaira Ski Resort","kunimidaira","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Kunimidaira | Kunimidaira | Kunimidaira Ski Area | Kunimidaira Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kunimidaira/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.city.oshu.iwate.jp/kanko/osusume/1/2/707.html","2026-08-26","",""
"Iwate","Matsurube Snow Park","matsurubesnowpark","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Matsurube Snow Park | Matsurube Snow Park","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Morioka Highland","moriokahighland","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Morioka Highland | Morioka Highland | Morioka Highland Ski Area | Morioka Highland Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/morioka-highland/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Iwate","Namari Onsen Ski Area","namarionsen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Namari Onsen | Namari Onsen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/namari-onsen/","2026-07-13 | 2026-08-24","verified_operating","https://www.city.hanamaki.iwate.jp/ski/index.html","2026-08-26","/iwate-regional/mountain/namari-onsen-ski-area",""
"Iwate","Nishiwaga Town Yuda Ski Area","nishiwagatownyudaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nishiwaga Town Yuda Ski Area | Nishiwaga Town Yuda Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Okunakayama Kogen Ski Area","okunakayamakogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Okunakayamakogen | Okunakayamakogen | Okunakayama Kōgen Ski Area | Okunakayama Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/okunakayamakogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.okunakayamakogen.jp/winter-season/lift-status/","2026-08-26","/iwate-regional/mountain/okunakayama-kogen-ski-area",""
"Iwate","Ōshū City Koeji Ski Area","oshucitykoejiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Ōshū City Koeji Ski Area | Ōshū City Koeji Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Shigarai Ski Area","nishinechoeishigarai","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Nishine Choeishigarai | Nishine Choeishigarai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/nishine-choeishigarai/","2026-07-13 | 2026-08-24","verified_operating","https://www.town.nishiwaga.lg.jp/kanko_bunka_sports/sports/1571.html","2026-08-26","/hachimantai/mountain/shigarai-ski-area",""
"Iwate","Shizukuishi Ski Resort","shizukuishi","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Shizukuishi | Shizukuishi | Shizukuishi Ski Area | Shizukuishi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/shizukuishi/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.princehotels.co.jp/ski/shizukuishi/winter/","2026-08-26","/appi-shizukuishi/mountain/shizukuishi-resort",""
"Iwate","Sonei Kunohe","soneikunohe","closed","japan-ski-resorts-558 | skiresort-japan-directory","Sonei Kunohe | Sonei Kunohe","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/sonei-kunohe/","2026-07-13 | 2026-08-24","temporarily_closed","https://www.iwate-ski.gr.jp/07_kunohe/index.html","2026-08-26","",""
"Iwate","Tayama","tayama","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Tayama | Tayama","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tayama/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Iwate","Tōno City Akahane Ski Area","tonocityakahaneskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tōno City Akahane Ski Area | Tōno City Akahane Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Iwate","Yuda Ski Area","choeiyuda","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Choei Yuda | Choei Yuda","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/choei-yuda/","2026-07-13 | 2026-08-24","verified_operating","https://www.town.nishiwaga.lg.jp/kanko_bunka_sports/sports/1571.html","2026-08-26","/iwate-regional/mountain/yuda-ski-area",""
"Kagawa","Snow Park Unpenji","snowparkunpenji","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Snow Park Unpenji | Snow Park Unpenji","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Kanagawa","Snova Mizonokuchi (Indoor)","snovamizonokuchi","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Snova Mizonokuchi (Indoor) | Snova Mizonokuchi (Indoor)","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Kanagawa","Snova Shin-Yokohama","snovashinyokohama","out_of_scope","japan-ski-resorts-558 | wikipedia-japan-specific | wikipedia-worldwide-japan","Snova Shin-Yokohama | Snova Shinyokohama (Indoor) | Snova Shinyokohama (Indoor)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Kochi","Tengu Kogen","tengukogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Tengu Kogen | Tengu Kogen | Tengu Kōgen Ski Area | Tengu Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tengu-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Kumamoto","Asosan","asosan","unresolved","japan-ski-resorts-558","Asosan","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Kyoto","Hirogawara","hirogawara","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Hirogawara | Hirogawara (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hirogawara/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Kyoto","Kyōto Hirogawara Ski Area","kyotohirogawaraskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kyōto Hirogawara Ski Area | Kyōto Hirogawara Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Kyoto","Ōeyama Ski Area","oeyamaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Ōeyama Ski Area | Ōeyama Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Kyoto","Oheyama","oheyama","closed","japan-ski-resorts-558 | skiresort-japan-directory","Oheyama | Oheyama","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/oheyama/","2026-07-13 | 2026-08-24","closed","https://www.city.miyazu.kyoto.jp/soshiki/9/11972.html","2026-08-26","",""
"Kyoto","Yasakacho Swiss Mura","yasakachoswissmura","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Yasakacho Swiss Mura | Yasakacho Swiss Mura (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yasakacho-swiss-mura/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Kyoto","Yasakae Town Swiss Village Ski Area","yasakaetownswissvillageskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Yasakae Town Swiss Village Ski Area | Yasakae Town Swiss Village Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Mie","Gozaisho Ski Area","gozaishoskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Gozaisho Ski Area | Gozaisho Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Miyagi","Izumigatake Ski Resort","izumigadake","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Izumigadake | Izumigadake | Izumigatake Ski Area | Izumigatake Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/izumigadake/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.izumigatake.net/","2026-08-26","/miyagi-regional/mountain/izumigatake-ski-resort",""
"Miyagi","Miyagi Zao Eboshi Resort","zaoeboshi","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Zao Eboshi | Zao Eboshi | Miyagi Zaō Eboshi Ski Area | Miyagi Zaō Eboshi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/zao-eboshi/ | https://en.wikipedia.org/wiki/Mount_Zaō | https://en.wikipedia.org/wiki/Mount_Zaō","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://eboshi.co.jp/winter/","2026-08-26","/miyagi-regional/mountain/miyagi-zao-eboshi-resort",""
"Miyagi","Miyagi Zao Shichikashuku Ski Resort","zaoshichigasyuku","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Zao Shichigasyuku | Zao Shichigasyuku | Miyagi Zaō Shichikashuku Ski Area | Miyagi Zaō Shichikashuku Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/zao-shichigasyuku/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.shichikashuku-ski.com/","2026-08-26","/miyagi-regional/mountain/miyagi-zao-shichikashuku-ski-resort",""
